timestamp,oxygen saturation percentage,data source
2026-06-03T21:42:37Z,84.3,Versa 4
2026-06-03T21:43:37Z,84.9,Versa 4
2026-06-03T21:44:37Z,82.6,Versa 4
2026-06-03T21:45:37Z,84.2,Versa 4
2026-06-03T21:46:37Z,85.1,Versa 4
2026-06-03T21:47:37Z,85.7,Versa 4
2026-06-03T21:48:37Z,85.7,Versa 4
2026-06-03T21:49:37Z,85.7,Versa 4
2026-06-03T21:50:37Z,50.0,Versa 4
2026-06-03T21:51:37Z,86.4,Versa 4
2026-06-03T21:52:37Z,86.5,Versa 4
2026-06-03T21:53:37Z,86.5,Versa 4
2026-06-03T21:54:37Z,86.4,Versa 4
2026-06-03T21:55:37Z,87.0,Versa 4
2026-06-03T21:56:37Z,87.9,Versa 4
2026-06-03T21:57:37Z,87.7,Versa 4
2026-06-03T21:58:37Z,87.3,Versa 4
2026-06-03T21:59:37Z,87.3,Versa 4
2026-06-03T22:00:37Z,87.5,Versa 4
2026-06-03T22:01:37Z,85.5,Versa 4
2026-06-03T22:02:37Z,50.0,Versa 4
2026-06-03T22:03:37Z,50.0,Versa 4
2026-06-03T22:04:37Z,88.7,Versa 4
2026-06-03T22:05:37Z,91.4,Versa 4
2026-06-03T22:06:37Z,93.2,Versa 4
2026-06-03T22:07:37Z,94.4,Versa 4
2026-06-03T22:08:37Z,95.0,Versa 4
2026-06-03T22:09:37Z,95.5,Versa 4
2026-06-03T22:10:37Z,95.7,Versa 4
2026-06-03T22:11:37Z,96.1,Versa 4
2026-06-03T22:12:37Z,96.2,Versa 4
2026-06-03T22:13:37Z,96.3,Versa 4
2026-06-03T22:14:37Z,96.3,Versa 4
2026-06-03T22:15:37Z,96.3,Versa 4
2026-06-03T22:16:37Z,96.3,Versa 4
2026-06-03T22:17:37Z,96.2,Versa 4
2026-06-03T22:18:37Z,96.2,Versa 4
2026-06-03T22:19:37Z,96.2,Versa 4
2026-06-03T22:20:37Z,96.2,Versa 4
2026-06-03T22:21:37Z,96.2,Versa 4
2026-06-03T22:22:37Z,96.2,Versa 4
2026-06-03T22:23:37Z,96.3,Versa 4
2026-06-03T22:24:37Z,96.2,Versa 4
2026-06-03T22:25:37Z,96.1,Versa 4
2026-06-03T22:26:37Z,96.1,Versa 4
2026-06-03T22:27:37Z,96.1,Versa 4
2026-06-03T22:28:37Z,96.1,Versa 4
